# (c) Die Bundeswahlleiterin (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2025
# Bundestagswahl 2025, Zweitstimmen nach Gemeinden (Wahlbezirksstatistik, gemeinsam ausgezählte Briefwahl anteilig verteilt, geschätzt)
Gemeindeschlüssel;Gemeinde;Wahlberechtigte;Wählende;Gültige · Zweitstimmen;CDU · Zweitstimmen;CSU · Zweitstimmen;SPD · Zweitstimmen;AfD · Zweitstimmen;GRÜNE · Zweitstimmen;FDP · Zweitstimmen;Die Linke · Zweitstimmen;BSW · Zweitstimmen;FREIE WÄHLER · Zweitstimmen;Übrige · Zweitstimmen;Briefwahl;Auszählungseinheit;Enthält
15087260;Klostermansfeld;1870;1505;1494;329;0;147;618;41;46;111;172;14;16;eigene Auszählung;;
15087275;Mansfeld, Stadt;7064;5405;5367;993;0;547;2444;93;133;420;596;96;45;eigene Auszählung;;
15087370;Sangerhausen, Stadt;20992;15544;15399;2859;0;1724;6198;377;466;1496;1884;177;218;eigene Auszählung;;
15087386;Seegebiet Mansfelder Land;7414;5962;5893;983;0;476;2841;124;198;445;696;55;75;eigene Auszählung;;
15087412;Südharz;7502;5912;5866;1042;0;613;2519;148;212;563;627;70;72;eigene Auszählung;;
15087440;Wallhausen;2002;1543;1531;284;0;151;669;34;46;117;187;26;17;eigene Auszählung;;
15087470;Wimmelburg;947;765;760;113;0;76;351;11;21;81;88;8;11;eigene Auszählung;;
15088020;Bad Dürrenberg, Solestadt;9260;6951;6918;1254;0;645;2909;217;252;671;740;88;142;eigene Auszählung;;
15088025;Bad Lauchstädt, Goethestadt;7439;6027;5981;1182;0;519;2688;192;169;437;623;83;88;eigene Auszählung;;
15088030;Barnstädt;797;641;638;143;0;59;257;13;21;51;90;2;2;eigene Auszählung;;
15088065;Braunsbedra, Stadt;8667;6612;6564;1171;0;591;2912;160;198;555;769;89;119;eigene Auszählung;;
15088100;Farnstädt;1236;1015;1002;166;0;77;478;18;34;91;113;13;12;eigene Auszählung;;
15088150;Kabelsketal;7146;5905;5872;1209;0;512;2387;232;214;506;651;60;101;eigene Auszählung;;
15088195;Landsberg, Stadt;12353;10258;10174;2115;0;921;3967;409;462;864;1109;113;214;eigene Auszählung;;
15088205;Leuna, Stadt;11572;9480;9421;1959;0;784;4030;253;284;688;1092;140;191;eigene Auszählung;;
15088216;Wettin-Löbejün, Stadt;7966;6484;6438;1361;0;611;2626;270;245;505;650;83;87;eigene Auszählung;;
15088220;Merseburg, Stadt;25044;18643;18511;3410;0;1935;7349;695;632;1708;2132;226;424;eigene Auszählung;;
15088235;Mücheln (Geiseltal), Stadt;6947;5535;5493;983;0;506;2508;114;156;425;634;95;72;eigene Auszählung;;
15088250;Nemsdorf-Göhrendorf;679;583;583;117;0;39;257;12;16;52;79;5;6;eigene Auszählung;;
15088265;Obhausen;1827;1512;1493;268;0;113;665;27;40;158;191;16;15;eigene Auszählung;;
15088295;Petersberg;7955;6657;6609;1455;0;636;2604;260;275;518;667;78;116;eigene Auszählung;;
15088305;Querfurt, Stadt;8685;6654;6577;1181;0;511;2864;144;257;567;866;98;89;eigene Auszählung;;
15088319;Salzatal;9762;8114;8038;1715;0;751;3089;291;327;710;941;111;103;eigene Auszählung;;
15088330;Schkopau;9048;7602;7549;1484;0;695;3005;286;266;594;909;137;173;eigene Auszählung;;
15088340;Schraplau, Stadt;875;660;653;119;0;57;317;16;32;40;54;6;12;eigene Auszählung;;
15088355;Steigra;916;776;769;167;0;71;338;14;21;36;95;12;15;eigene Auszählung;;
15088365;Teutschenthal;11117;9303;9235;1801;0;896;3811;250;378;716;1116;135;132;eigene Auszählung;;
15089005;Alsleben (Saale), Stadt;2034;1501;1484;291;0;131;702;20;50;93;162;21;14;eigene Auszählung;;
15089015;Aschersleben, Stadt;21295;15708;15582;2930;0;1694;6187;464;440;1576;1803;207;281;eigene Auszählung;;
15089026;Barby, Stadt;6643;5359;5304;1129;0;545;2184;134;136;456;559;65;96;eigene Auszählung;;
15089030;Bernburg (Saale), Stadt;25529;19000;18813;3637;0;1947;7315;659;682;2053;2017;219;284;eigene Auszählung;;
15089041;Bördeaue;1458;1201;1183;199;0;86;544;27;29;121;143;19;15;eigene Auszählung;;
15089042;Bördeland;6196;5036;4999;1004;0;471;2122;117;137;463;557;51;77;eigene Auszählung;;
15089043;Börde-Hakel;2474;1948;1930;390;0;185;875;35;60;144;191;29;21;eigene Auszählung;;
15089045;Borne;983;797;787;116;0;61;358;18;26;65;120;10;13;eigene Auszählung;;
15089055;Calbe (Saale), Stadt;6738;4875;4818;983;0;528;2011;105;105;477;480;58;71;eigene Auszählung;;
15089075;Egeln, Stadt;2692;2046;2027;416;0;194;911;40;52;154;202;26;32;eigene Auszählung;;
15089130;Giersleben;801;616;608;101;0;43;295;18;15;59;67;6;4;eigene Auszählung;;
15089165;Güsten, Stadt;3220;2470;2434;399;0;204;1184;47;52;234;246;26;42;eigene Auszählung;;
15089175;Hecklingen, Stadt;5534;4254;4215;681;0;343;2071;63;94;309;519;60;75;eigene Auszählung;;
15089185;Ilberstedt;841;719;717;119;0;57;365;18;14;55;78;5;6;eigene Auszählung;;
15089195;Könnern, Stadt;6552;5061;5010;861;0;451;2282;104;174;422;567;71;78;eigene Auszählung;;
15089235;Nienburg (Saale), Stadt;4927;3992;3940;746;0;390;1831;64;140;275;387;59;48;eigene Auszählung;;
15089245;Plötzkau;1009;813;804;100;0;73;435;12;17;68;80;9;10;eigene Auszählung;;
15089305;Schönebeck (Elbe), Stadt;24283;18465;18286;3507;0;2172;7171;585;472;1850;2004;181;344;eigene Auszählung;;
15089307;Seeland, Stadt;6380;4884;4842;881;0;454;2085;132;125;464;541;77;83;eigene Auszählung;;
15089310;Staßfurt, Stadt;20195;14659;14511;2553;0;1356;6691;246;383;1277;1644;167;194;eigene Auszählung;;
15089365;Wolmirsleben;1134;937;929;172;0;89;417;18;23;74;105;9;22;eigene Auszählung;;
15090003;Aland;1101;913;909;142;0;88;378;27;36;112;94;21;11;eigene Auszählung;;
15090007;Altmärkische Höhe;1467;1192;1184;257;0;130;465;39;28;104;117;29;15;eigene Auszählung;;
15090008;Altmärkische Wische;695;539;534;101;0;65;210;14;19;48;58;15;4;eigene Auszählung;;
15090010;Arneburg, Stadt;1252;986;984;172;0;121;388;22;35;101;120;14;11;eigene Auszählung;;
15090070;Bismark (Altmark), Stadt;6568;5271;5232;1007;0;635;1970;144;202;525;577;103;69;eigene Auszählung;;
15090135;Eichstedt (Altmark);700;602;596;119;0;68;235;16;29;58;56;9;6;eigene Auszählung;;
15090180;Goldbeck;1141;926;918;159;0;125;337;21;28;100;116;14;18;eigene Auszählung;;
15090220;Hassel;771;671;667;134;0;82;249;21;29;57;83;7;5;eigene Auszählung;;
15090225;Havelberg, Hansestadt;5308;3913;3877;689;0;465;1503;122;95;406;472;72;53;eigene Auszählung;;
15090245;Hohenberg-Krusemark;1004;795;789;124;0;70;362;21;26;67;91;12;16;eigene Auszählung;;
15090270;Iden;625;492;489;75;0;57;188;16;17;48;61;13;14;eigene Auszählung;;
15090285;Kamern;1011;795;791;145;0;93;283;29;18;95;93;18;17;eigene Auszählung;;
15090310;Klietz;1235;1042;1036;168;0;124;431;19;27;93;145;13;16;eigene Auszählung;;
15090415;Osterburg (Altmark), Hansestadt;8056;6267;6227;1131;0;691;2263;189;194;754;754;170;81;eigene Auszählung;;
15090435;Rochau;816;692;688;132;0;61;286;17;23;57;99;4;9;eigene Auszählung;;
15090445;Sandau (Elbe), Stadt;697;550;547;106;0;62;233;9;17;60;43;13;4;eigene Auszählung;;
15090485;Schollene;939;729;719;130;0;90;282;27;19;76;79;6;10;eigene Auszählung;;
15090500;Schönhausen (Elbe);1758;1454;1438;290;0;152;606;27;35;129;153;28;18;eigene Auszählung;;
15090520;Seehausen (Altmark), Hansestadt;3934;3010;2989;502;0;363;1193;97;113;293;340;61;27;eigene Auszählung;;
15090535;Stendal, Hansestadt;29944;22200;22044;4083;0;2817;7931;855;694;2519;2436;311;398;eigene Auszählung;;
15090546;Tangerhütte, Stadt;8535;6783;6725;1339;0;731;2891;182;162;524;698;104;94;eigene Auszählung;;
15090550;Tangermünde, Stadt;8655;6763;6720;1302;0;766;2657;198;201;664;705;110;117;eigene Auszählung;;
15090610;Werben (Elbe), Hansestadt;829;668;663;95;0;75;281;26;14;70;85;11;6;eigene Auszählung;;
15090631;Wust-Fischbeck;982;829;828;158;0;89;359;29;19;78;75;14;7;eigene Auszählung;;
15090635;Zehrental;673;545;541;101;0;56;220;19;15;65;51;6;8;eigene Auszählung;;
15091010;Annaburg, Stadt;5260;4090;4054;742;0;340;1873;88;89;325;438;102;57;eigene Auszählung;;
15091020;Bad Schmiedeberg, Stadt;6804;5387;5347;1297;0;528;2055;161;171;435;522;131;47;eigene Auszählung;;
15091060;Coswig (Anhalt), Stadt;9462;7401;7342;1515;0;709;2962;241;213;666;775;136;125;eigene Auszählung;;
15091110;Gräfenhainichen, Stadt;9433;7304;7257;1691;0;543;2989;198;171;618;821;140;86;eigene Auszählung;;
15091145;Jessen (Elster), Stadt;11232;8911;8843;2103;0;715;3506;257;230;766;1013;146;107;eigene Auszählung;;
15091160;Kemberg, Stadt;8001;6592;6555;1738;0;580;2453;204;190;543;660;107;80;eigene Auszählung;;
15091241;Oranienbaum-Wörlitz, Stadt;6559;5358;5311;1102;0;470;2195;184;143;478;587;71;81;eigene Auszählung;;
15091375;Wittenberg, Lutherstadt;36948;28174;27993;6655;0;3103;9479;1259;746;2898;2746;657;450;eigene Auszählung;;
15091391;Zahna-Elster, Stadt;7575;6216;6169;1538;0;593;2269;178;180;519;606;208;78;eigene Auszählung;;
16051000;Erfurt, Stadt;159724;130686;129912;23116;0;13744;35390;10705;3773;28714;11434;1317;1719;eigene Auszählung;;
16052000;Gera, Stadt;71457;54546;54144;9098;0;4617;21953;1840;1554;8257;5668;657;500;eigene Auszählung;;
16053000;Jena, Stadt;79697;67796;67514;10642;0;7764;12768;9428;2311;16828;5889;675;1209;eigene Auszählung;;
16054000;Suhl, Stadt;28097;21985;21836;3786;0;2060;8165;648;620;3396;2667;324;170;eigene Auszählung;;
16055000;Weimar, Stadt;49419;40627;40337;6756;0;4298;9756;4434;1118;9360;3742;374;499;eigene Auszählung;;
16061001;Arenshausen;762;637,9;631,5;189,5;0;54,8;234,6;20,7;9,6;63,2;40,5;9,8;8,8;anteilig geschätzt;VVG Hanstein-Rusteberg;
16061002;Asbach-Sickenberg;88;82,4;80,4;21;0;10,3;22,4;5,6;1,2;12,6;6;0,2;1,1;anteilig geschätzt;EG EG Uder;
16061003;Berlingerode;992;824,3;817,5;270,4;0;42,8;336,9;20,2;37,6;46,9;49,6;8,3;4,8;anteilig geschätzt;VVG Lindenberg/Eichsfeld;
16061012;Bodenrode-Westhausen;879;792,9;789,5;252,8;0;48,9;294,1;19,1;34,8;74,9;51,2;11,1;2,6;anteilig geschätzt;VVG Leinetal;
16061014;Bornhagen;195;175,8;173,7;35,4;0;27,3;73,3;4,8;1,4;21,8;6,5;1,7;1,5;anteilig geschätzt;VVG Hanstein-Rusteberg;
16061015;Brehme;858;726,8;725,4;301,3;0;32,6;252;12,3;20;53,2;39,2;12,3;2,5;anteilig geschätzt;VVG Lindenberg/Eichsfeld;
16061017;Breitenworbis;2596;2204,4;2192,3;693,8;0;172,7;716,4;69,7;74,5;271,8;151,3;24,6;17,5;anteilig geschätzt;VVG Eichsfeld-Wipperaue;
16061018;Büttstedt;685;613,7;609,6;239,5;0;30,8;220,8;8,7;23,4;52,6;27,5;5,3;1;anteilig geschätzt;VVG Westerwald-Obereichsfeld;
16061019;Buhla;377;303,1;297,9;62,8;0;23,8;117,5;10,3;6,7;42,5;30,5;1,9;1,9;anteilig geschätzt;VVG Eichsfeld-Wipperaue;
16061021;Burgwalde;189;172,9;172,8;66,1;0;7,9;60,4;8,6;3,3;12,3;10,2;3,6;0,4;anteilig geschätzt;VVG Hanstein-Rusteberg;
16061023;Dieterode;58;50,8;48,8;14,7;0;2,5;16,8;3,2;0,2;1,8;3,4;4,1;2,1;anteilig geschätzt;VVG Ershausen/Geismar;
16061024;Dietzenrode/Vatterode;102;94,5;94,5;20,3;0;13,1;21,9;4,5;0,2;22,4;3,8;4,1;4,2;anteilig geschätzt;EG EG Uder;
16061026;Ecklingerode;560;488,4;488;191;0;29,5;181,7;10,9;8,6;21;31,7;10,1;3,5;anteilig geschätzt;VVG Lindenberg/Eichsfeld;
16061027;Effelder;961;849,5;841,3;316,7;0;48;313,3;22,1;23,6;60,6;30,7;19,3;7;anteilig geschätzt;VVG Westerwald-Obereichsfeld;
16061031;Ferna;422;363,9;359,6;114,7;0;23,4;133,3;13,5;8,2;40,8;20,3;4,9;0,5;anteilig geschätzt;VVG Lindenberg/Eichsfeld;
16061032;Freienhagen;225;181,4;180,3;68,9;0;15,7;58,3;4;8,2;15,5;4,3;1,3;4,1;anteilig geschätzt;VVG Hanstein-Rusteberg;
16061033;Fretterode;140;117,6;116,6;25,6;0;11;39,6;3,6;5,1;18,5;6,8;5,2;1,2;anteilig geschätzt;VVG Hanstein-Rusteberg;
16061034;Geisleden;812;682,7;677,4;210,7;0;34,3;284,3;13,3;12,5;66,5;41,5;12,8;1,5;anteilig geschätzt;VVG Leinetal;
16061035;Geismar;876;731,8;727;262,1;0;49;239,7;24;22,4;73,7;34,2;18,9;3;anteilig geschätzt;VVG Ershausen/Geismar;
16061036;Gerbershausen;483;402,7;402,4;149,9;0;20;125,5;18;18;36,1;31,8;1,8;1,3;anteilig geschätzt;VVG Hanstein-Rusteberg;
16061037;Gernrode;1204;1058,8;1056,1;373,3;0;83,5;357,3;31,9;53,8;80,8;58;12,2;5,3;anteilig geschätzt;VVG Eichsfeld-Wipperaue;
16061041;Großbartloff;750;668;662;213,4;0;35,9;263,2;17,8;18,8;66,3;33,3;9,6;3,7;anteilig geschätzt;VVG Westerwald-Obereichsfeld;
16061044;Haynrode;546;441,9;438,7;92,5;0;37;209,2;9,9;8,1;54,3;23,6;2,1;2;anteilig geschätzt;VVG Eichsfeld-Wipperaue;
16061045;Heilbad Heiligenstadt, Stadt;13797;11270;11203;3344;0;1038;3634;516;323;1384;772;121;71;eigene Auszählung;;
16061047;Heuthen;569;512,7;512,4;137,7;0;12,3;259,3;4,3;15,5;33,5;28,5;15,8;5,5;anteilig geschätzt;VVG Leinetal;
16061048;Hohengandern;446;390,3;389;134,1;0;33;120,9;17,5;10,1;40,5;18,5;10;4,4;anteilig geschätzt;VVG Hanstein-Rusteberg;
